"","year","month","day","site","ipa","station","org_type","tax_group","species","species_count","mean_length_mm"
"643","2019","06","18","COR","Restored",0,"Benthic Invertebrate","Isopod","Idotea",1,1
"644","2019","06","18","COR","Restored",0,"Fish","Cottidae","Great Sculpin",2,200
"645","2019","06","18","COR","Restored",0,"Fish","Cottidae","Tadpole Sculpin",4,27.25
"646","2019","06","18","COR","Restored",0,"Fish","Cottidae","UnID Sculpin",1,105
"647","2019","06","18","COR","Restored",0,"Fish","Flatfish","Starry Flounder",1,300
"648","2019","06","18","COR","Restored",0,"Fish","Hexagrammidae","Kelp Greenling",1,74
"649","2019","06","18","COR","Restored",0,"Fish","Liparidae","Tidepool Snailfish",1,117
"650","2019","06","18","COR","Restored",0,"Fish","Perch","Shiner Perch",11,74.4545454545455
"651","2019","06","18","COR","Restored",0,"Fish","Perch","Striped Perch",1,220
"652","2019","06","18","COR","Restored",0,"Fish","Salmon","Chum",1,100
"653","2019","06","18","COR","Restored",0,"Fish","Sygnathid","Pipefish",1,150
"654","2019","06","18","COR","Restored",0,"Fish","Sygnathid","Tube Snout",1,120
"655","2019","06","18","COR","Restored",1,"Benthic Invertebrate","Decapod","Kelp Crab",1,30
"656","2019","06","18","COR","Restored",1,"Benthic Invertebrate","Decapod","UnID Shrimp",12,0
"657","2019","06","18","COR","Restored",1,"Fish","Cottidae","Staghorn Sculpin",1,250
"658","2019","06","18","COR","Restored",1,"Fish","Cottidae","Tadpole Sculpin",2,24
"659","2019","06","18","COR","Restored",1,"Fish","Gadidae","Tom Cod",2,55.5
"660","2019","06","18","COR","Restored",1,"Fish","Hexagrammidae","Kelp Greenling",1,53
"661","2019","06","18","COR","Restored",1,"Fish","Perch","Shiner Perch",11,88.9090909090909
"662","2019","06","18","COR","Restored",1,"Fish","Pholidae","Saddleback Gunnel",2,92.5
"663","2019","06","18","COR","Restored",1,"Fish","Salmon","Chinook",2,98
"664","2019","06","18","COR","Restored",1,"Fish","Stichaeid","Snake Prickleback",1,210
"665","2019","06","18","COR","Restored",1,"Fish","Sygnathid","Pipefish",2,193.5
"666","2019","06","18","COR","Restored",1,"Pelagic invertebrate","Gastropod","Melibe",6,0
"667","2019","06","18","COR","Restored",2,"Fish","Salmon","Chinook",3,102.333333333333
"668","2019","06","18","COR","Restored",2,"Fish","Salmon","Chum",3,79.6666666666667
"669","2019","06","18","FAM","Armored",0,"Benthic Invertebrate","Decapod","Graceful Crab",2,42.5
"670","2019","06","18","FAM","Armored",0,"Benthic Invertebrate","Decapod","Helmet Crab",2,67.5
"671","2019","06","18","FAM","Armored",0,"Fish","Cottidae","UnID Sculpin",3,81.6666666666667
"672","2019","06","18","FAM","Armored",0,"Fish","Hexagrammidae","Kelp Greenling",2,90
"673","2019","06","18","FAM","Armored",0,"Fish","Perch","Shiner Perch",6,85.5
"674","2019","06","18","FAM","Armored",0,"Fish","Pholidae","Saddleback Gunnel",1,79
"675","2019","06","18","FAM","Armored",0,"Fish","Stichaeid","Snake Prickleback",1,109
"676","2019","06","18","FAM","Armored",1,NA,NA,"none",1,0
"677","2019","06","18","FAM","Armored",2,NA,NA,"none",1,0
"678","2019","06","18","FAM","Natural",0,"Fish","Forage Fish","Surf Smelt",1,36
"679","2019","06","18","FAM","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"680","2019","06","18","FAM","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"681","2019","06","18","FAM","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"682","2019","06","18","FAM","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"683","2019","06","18","FAM","Restored",0,"Fish","Stichaeid","Snake Prickleback",11,118.363636363636
"684","2019","06","18","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",20,0
"685","2019","06","18","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"686","2019","06","18","FAM","Restored",2,NA,NA,"none",1,0
"687","2019","06","19","TUR","Armored",0,"Fish","Cottidae","UnID Sculpin",4,47.75
"688","2019","06","19","TUR","Armored",0,"Fish","Flatfish","English sole",2,57.5
"689","2019","06","19","TUR","Armored",0,"Fish","Gadidae","Tom Cod",40,23
"690","2019","06","19","TUR","Armored",0,"Fish","Hexagrammidae","Kelp Greenling",1,38
"691","2019","06","19","TUR","Armored",0,"Fish","Perch","Shiner Perch",4,87.25
"692","2019","06","19","TUR","Armored",0,"Fish","Stichaeid","Snake Prickleback",5,68.6
"693","2019","06","19","TUR","Armored",1,"Fish","Gadidae","Tom Cod",21,43.4761904761905
"694","2019","06","19","TUR","Armored",1,"Fish","Perch","Shiner Perch",1,90
"695","2019","06","19","TUR","Armored",1,"Fish","Pholidae","Saddleback Gunnel",2,82.5
"696","2019","06","19","TUR","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"697","2019","06","19","TUR","Natural",0,"Fish","Cottidae","Silver Spotted Sculpin",4,52.5
"698","2019","06","19","TUR","Natural",0,"Fish","Perch","Striped Perch",2,220
"699","2019","06","19","TUR","Natural",0,"Fish","Stichaeid","Stickleback",1,74
"700","2019","06","19","TUR","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"701","2019","06","19","TUR","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"702","2019","06","19","TUR","Restored",0,NA,NA,"none",1,0
"703","2019","06","19","TUR","Restored",1,"Fish","Salmon","Chum",2,100
"704","2019","06","19","TUR","Restored",2,NA,NA,"none",1,0
"705","2019","06","20","DOK","Armored",0,"Fish","Perch","Shiner Perch",51,33.6078431372549
"706","2019","06","20","DOK","Armored",1,NA,NA,"none",1,0
"707","2019","06","20","DOK","Armored",2,NA,NA,"none",1,0
"708","2019","06","20","DOK","Natural",0,NA,NA,"none",1,0
"709","2019","06","20","DOK","Natural",1,"Fish","Jellyfish","Moon Jelly",5,0
"710","2019","06","20","DOK","Natural",2,"Fish","Perch","Shiner Perch",1,105
"711","2019","06","20","DOK","Restored",0,"Fish","Perch","Shiner Perch",34,48.8823529411765
"712","2019","06","20","DOK","Restored",0,"Fish","Sygnathid","Pipefish",2,152.5
"713","2019","06","20","DOK","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"714","2019","06","20","DOK","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"715","2019","06","20","DOK","Restored",1,NA,NA,"none",1,0
"716","2019","06","20","DOK","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"717","2019","06","20","EDG","Armored",0,NA,NA,"none",1,0
"718","2019","06","20","EDG","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"719","2019","06","20","EDG","Armored",2,NA,NA,"none",1,0
"720","2019","06","20","EDG","Natural",0,NA,NA,"none",1,0
"721","2019","06","20","EDG","Natural",1,"Fish","Stichaeid","Stickleback",1,68
"722","2019","06","20","EDG","Natural",2,"Fish","Salmon","Chinook",1,125
"723","2019","06","20","EDG","Natural",2,"Fish","Stichaeid","Stickleback",1,61
"724","2019","06","20","EDG","Restored",0,"Fish","Jellyfish","Fried Egg Jelly",1,0
"725","2019","06","20","EDG","Restored",0,"Fish","Perch","Shiner Perch",4,98
"726","2019","06","20","EDG","Restored",1,NA,NA,"none",1,0
"727","2019","06","20","EDG","Restored",2,NA,NA,"none",1,0
"728","2019","06","20","SHR","Armored",0,"Fish","Jellyfish","Moon Jelly",10,0
"729","2019","06","20","SHR","Armored",0,"Fish","Jellyfish","Water Jelly",1,0
"730","2019","06","20","SHR","Armored",1,"Fish","Jellyfish","Moon Jelly",50,0
"731","2019","06","20","SHR","Armored",2,"Fish","Salmon","Chinook",4,96
"732","2019","06","20","SHR","Armored",2,"Fish","Salmon","Chum",2,81
"733","2019","06","20","SHR","Armored",2,"Fish","Salmon","Coho",7,151.142857142857
"734","2019","06","20","SHR","Natural",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,0
"735","2019","06","20","SHR","Natural",0,"Fish","Gadidae","Tom Cod",1,62
"736","2019","06","20","SHR","Natural",0,"Fish","Pholidae","Crescent Gunnel",1,125
"737","2019","06","20","SHR","Natural",0,"Fish","Sygnathid","Tube Snout",4,133.75
"738","2019","06","20","SHR","Natural",1,"Fish","Jellyfish","Moon Jelly",25,0
"739","2019","06","20","SHR","Natural",2,"Fish","Jellyfish","Moon Jelly",50,0
"740","2019","06","20","SHR","Natural",2,"Fish","Jellyfish","Water Jelly",1,0
"741","2019","06","20","SHR","Natural",2,"Fish","Salmon","Chum",1,110
"742","2019","06","20","SHR","Natural",2,"Fish","Salmon","Coho",1,139
"743","2019","06","20","SHR","Restored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",2,0
"744","2019","06","20","SHR","Restored",0,"Fish","Sygnathid","Tube Snout",1,132
"745","2019","06","20","SHR","Restored",1,"Fish","Jellyfish","Moon Jelly",100,0
"746","2019","06","20","SHR","Restored",2,"Fish","Jellyfish","Moon Jelly",50,0
"747","2019","06","20","SHR","Restored",2,"Fish","Jellyfish","Water Jelly",1,0
"748","2019","07","09","DOK","Armored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",45,0
"749","2019","07","09","DOK","Armored",1,"Pelagic invertebrate","Jellyfish","Fried Egg Jelly",1,0
"750","2019","07","09","DOK","Armored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",85,0
"751","2019","07","09","DOK","Armored",2,"Fish","Salmon","Chinook",1,155
"752","2019","07","09","DOK","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",44,0
"753","2019","07","09","DOK","Natural",0,"Fish","Salmon","Cutthroat",2,240
"754","2019","07","09","DOK","Natural",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",33,0
"755","2019","07","09","DOK","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"756","2019","07","09","DOK","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",11,0
"757","2019","07","09","DOK","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",29,0
"758","2019","07","09","DOK","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",3,0
"759","2019","07","09","DOK","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",41,0
"760","2019","07","09","DOK","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",12,0
"761","2019","07","09","SHR","Armored",0,NA,NA,"none",1,0
"762","2019","07","09","SHR","Armored",1,NA,NA,"none",1,0
"763","2019","07","09","SHR","Armored",2,NA,NA,"none",1,0
"764","2019","07","09","SHR","Natural",0,NA,NA,"none",1,0
"765","2019","07","09","SHR","Natural",1,NA,NA,"none",1,0
"766","2019","07","09","SHR","Natural",2,NA,NA,"none",1,0
"767","2019","07","09","SHR","Restored",0,NA,NA,"none",1,0
"768","2019","07","09","SHR","Restored",1,NA,NA,"none",1,0
"769","2019","07","09","SHR","Restored",2,NA,NA,"none",1,0
"770","2019","07","15","FAM","Armored",0,"Benthic Invertebrate","Decapod","Helmet Crab",1,50
"771","2019","07","15","FAM","Armored",0,"Fish","Forage Fish","Surf Smelt",1,58
"772","2019","07","15","FAM","Armored",0,"Fish","Perch","Shiner Perch",3,48.6666666666667
"773","2019","07","15","FAM","Armored",0,"Fish","Salmon","Chinook",1,123
"774","2019","07","15","FAM","Armored",1,"Fish","Forage Fish","Herring",6,57.1666666666667
"775","2019","07","15","FAM","Armored",1,"Fish","Forage Fish","Surf Smelt",60,18.7666666666667
"776","2019","07","15","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",11,0
"777","2019","07","15","FAM","Armored",2,NA,NA,"none",1,0
"778","2019","07","15","FAM","Natural",0,"Benthic Invertebrate","Decapod","Hermit Crab",1,0
"779","2019","07","15","FAM","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"780","2019","07","15","FAM","Natural",1,"Benthic Invertebrate","Decapod","UnID Shrimp",2,0
"781","2019","07","15","FAM","Natural",1,"Fish","Forage Fish","Herring",357,3.03081232492997
"782","2019","07","15","FAM","Natural",1,"Fish","Forage Fish","Sand Lance",3,79
"783","2019","07","15","FAM","Natural",1,"Fish","Hexagrammidae","Kelp Greenling",1,47
"784","2019","07","15","FAM","Natural",1,"Fish","Rockfish","UnID Rockfish",3,32.3333333333333
"785","2019","07","15","FAM","Natural",1,"Fish","Sygnathid","Pipefish",2,184.5
"786","2019","07","15","FAM","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",61,0
"787","2019","07","15","FAM","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",22,0
"788","2019","07","15","FAM","Restored",0,"Benthic Invertebrate","Decapod","Hermit Crab",1,0
"789","2019","07","15","FAM","Restored",0,"Fish","Cottidae","UnID Sculpin",2,89.5
"790","2019","07","15","FAM","Restored",0,"Fish","Perch","Shiner Perch",6,81
"791","2019","07","15","FAM","Restored",0,"Fish","Stichaeid","Stickleback",1,68
"792","2019","07","15","FAM","Restored",1,"Fish","Stichaeid","Stickleback",1,40
"793","2019","07","15","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",18,0
"794","2019","07","15","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",4,0
"795","2019","07","15","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"796","2019","07","15","TUR","Armored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",7,0
"797","2019","07","15","TUR","Armored",0,"Fish","Cottidae","Silver Spotted Sculpin",1,65
"798","2019","07","15","TUR","Armored",0,"Fish","Gadidae","Pacific Cod",1,70
"799","2019","07","15","TUR","Armored",0,"Fish","Gadidae","Tom Cod",226,5.67256637168142
"800","2019","07","15","TUR","Armored",0,"Fish","Pholidae","Crescent Gunnel",1,95
"801","2019","07","15","TUR","Armored",0,"Fish","Pholidae","Saddleback Gunnel",2,80
"802","2019","07","15","TUR","Armored",1,NA,NA,"none",1,0
"803","2019","07","15","TUR","Armored",2,NA,NA,"none",1,0
"804","2019","07","15","TUR","Natural",0,NA,NA,"none",2,0
"805","2019","07","15","TUR","Natural",1,NA,NA,"none",1,0
"806","2019","07","15","TUR","Natural",2,NA,NA,"none",1,0
"807","2019","07","15","TUR","Restored",0,"Benthic Invertebrate","Decapod","Kelp Crab",1,20
"808","2019","07","15","TUR","Restored",0,"Fish","Gadidae","Tom Cod",63,22.4126984126984
"809","2019","07","15","TUR","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"810","2019","07","15","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"811","2019","07","16","COR","Armored",0,"Fish","Forage Fish","Herring",1,105
"812","2019","07","16","COR","Armored",0,"Fish","Forage Fish","Surf Smelt",3,151.666666666667
"813","2019","07","16","COR","Armored",0,"Fish","Salmon","Chinook",10,114.3
"814","2019","07","16","COR","Armored",0,"Fish","Salmon","Chum",1,100
"815","2019","07","16","COR","Armored",0,"Fish","Trichodontidae","Pacific Sandfish",1,83
"816","2019","07","16","COR","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",6,0
"817","2019","07","16","COR","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"818","2019","07","16","COR","Armored",2,"Fish","Stichaeid","Stickleback",1,22
"819","2019","07","16","COR","Natural",0,"Benthic Invertebrate","Decapod","UnID Shrimp",8,0
"820","2019","07","16","COR","Natural",0,"Fish","Aulorhynchus","Tube Snout",1,270
"821","2019","07","16","COR","Natural",0,"Fish","Hexagrammidae","Kelp Greenling",1,91
"822","2019","07","16","COR","Natural",0,"Fish","Perch","Shiner Perch",88,9.05681818181818
"823","2019","07","16","COR","Natural",0,"Fish","Pholidae","Crescent Gunnel",6,100.166666666667
"824","2019","07","16","COR","Natural",0,"Fish","Pholidae","Saddleback Gunnel",2,89.5
"825","2019","07","16","COR","Natural",0,"Fish","Stichaeid","Snake Prickleback",1,134
"826","2019","07","16","COR","Natural",1,"Benthic Invertebrate","Decapod","Kelp Crab",2,16
"827","2019","07","16","COR","Natural",1,"Fish","Forage Fish","Herring",28,86.8571428571429
"828","2019","07","16","COR","Natural",1,"Fish","Forage Fish","Surf Smelt",79,38.8860759493671
"829","2019","07","16","COR","Natural",1,"Fish","Gadidae","Pacific Cod",1,68
"830","2019","07","16","COR","Natural",1,"Fish","Perch","Shiner Perch",9,91.6666666666667
"831","2019","07","16","COR","Natural",1,"Fish","Perch","Striped Perch",1,130
"832","2019","07","16","COR","Natural",1,"Fish","Pholidae","Penpoint Gunnel",1,75
"833","2019","07","16","COR","Natural",1,"Fish","Salmon","Chinook",9,120.444444444444
"834","2019","07","16","COR","Natural",1,"Fish","Salmon","Chum",8,87.75
"835","2019","07","16","COR","Natural",2,"Fish","Salmon","Chinook",1,135
"836","2019","07","16","COR","Natural",2,"Fish","Salmon","Chum",4,104.75
"837","2019","07","16","COR","Restored",0,"Benthic Invertebrate","Decapod","Helmet Crab",1,60
"838","2019","07","16","COR","Restored",0,"Benthic Invertebrate","Decapod","UnID Shrimp",14,0
"839","2019","07","16","COR","Restored",0,"Fish","Cottidae","Buffalo Sculpin",8,32.25
"840","2019","07","16","COR","Restored",0,"Fish","Cottidae","Staghorn Sculpin",2,209
"841","2019","07","16","COR","Restored",0,"Fish","Flatfish","Starry Flounder",1,190
"842","2019","07","16","COR","Restored",0,"Fish","Gadidae","Pacific Cod",1,65
"843","2019","07","16","COR","Restored",0,"Fish","Hexagrammidae","Kelp Greenling",1,101
"844","2019","07","16","COR","Restored",0,"Fish","Perch","Pile Perch",1,148
"845","2019","07","16","COR","Restored",0,"Fish","Perch","Shiner Perch",30,56.0666666666667
"846","2019","07","16","COR","Restored",0,"Fish","Pholidae","Crescent Gunnel",8,95.875
"847","2019","07","16","COR","Restored",0,"Fish","Pholidae","Saddleback Gunnel",5,107.8
"848","2019","07","16","COR","Restored",0,"Fish","Stichaeid","Snake Prickleback",5,166.8
"849","2019","07","16","COR","Restored",1,"Benthic Invertebrate","Decapod","UnID Shrimp",7,0
"850","2019","07","16","COR","Restored",1,"Fish","Cottidae","Tadpole Sculpin",1,27
"851","2019","07","16","COR","Restored",1,"Fish","Perch","Shiner Perch",41,21.5365853658537
"852","2019","07","16","COR","Restored",1,"Fish","Pholidae","Crescent Gunnel",1,81
"853","2019","07","16","COR","Restored",1,"Fish","Pholidae","Saddleback Gunnel",2,80.5
"854","2019","07","16","COR","Restored",1,"Fish","Stichaeid","Snake Prickleback",2,77
"855","2019","07","16","COR","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"856","2019","07","16","COR","Restored",2,NA,NA,"none",1,0
"857","2019","07","31","EDG","Armored",0,"Fish","Salmon","Chinook",2,120
"858","2019","07","31","EDG","Armored",0,"Fish","Stichaeid","Stickleback",2,70
"859","2019","07","31","EDG","Armored",1,"Fish","Stichaeid","Stickleback",1,65
"860","2019","07","31","EDG","Armored",2,NA,NA,"none",1,0
"861","2019","07","31","EDG","Natural",0,NA,NA,"none",1,0
"862","2019","07","31","EDG","Natural",1,NA,NA,"none",1,0
"863","2019","07","31","EDG","Natural",2,NA,NA,"none",1,0
"864","2019","07","31","EDG","Restored",0,"Fish","Perch","Shiner Perch",16,96.5
"865","2019","07","31","EDG","Restored",0,"Fish","Stichaeid","Stickleback",14,63.8571428571429
"866","2019","07","31","EDG","Restored",0,"Fish","Sygnathid","Pipefish",1,82
"867","2019","07","31","EDG","Restored",1,"Fish","Forage Fish","Surf Smelt",4,130.75
"868","2019","07","31","EDG","Restored",1,"Fish","Stichaeid","Stickleback",26,48.4230769230769
"869","2019","07","31","EDG","Restored",2,"Fish","Stichaeid","Stickleback",1,62
"870","2019","08","13","COR","Armored",1,"Fish","Forage Fish","Herring",1,80
"871","2019","08","13","COR","Armored",1,"Fish","Perch","Shiner Perch",4,54
"872","2019","08","13","COR","Armored",1,"Fish","Pholidae","Saddleback Gunnel",1,105
"873","2019","08","13","COR","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"874","2019","08","13","COR","Natural",1,"Fish","Flatfish","Starry Flounder",1,191
"875","2019","08","13","COR","Natural",1,"Fish","Perch","Shiner Perch",71,17.3380281690141
"876","2019","08","13","COR","Natural",2,"Fish","Salmon","Chinook",3,127.333333333333
"877","2019","08","13","COR","Natural",2,"Fish","Salmon","Chum",1,129
"878","2019","08","13","COR","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",3,0
"879","2019","08","13","COR","Restored",1,"Benthic Invertebrate","Decapod","UnID Shrimp",1,0
"880","2019","08","13","COR","Restored",1,"Fish","Gadidae","Pacific Cod",1,114
"881","2019","08","13","COR","Restored",1,"Fish","Perch","Shiner Perch",20,79.75
"882","2019","08","13","COR","Restored",1,"Fish","Pholidae","Crescent Gunnel",1,82
"883","2019","08","13","COR","Restored",1,"Fish","Pholidae","Penpoint Gunnel",1,160
"884","2019","08","13","COR","Restored",1,"Fish","Pholidae","Saddleback Gunnel",5,99.4
"885","2019","08","13","COR","Restored",1,"Fish","Sygnathid","Pipefish",1,170
"886","2019","08","13","COR","Restored",1,"Pelagic invertebrate","Gastropod","Melibe",42,0
"887","2019","08","13","COR","Restored",2,"Fish","Salmon","Chinook",1,120
"888","2019","08","13","FAM","Armored",0,"Fish","Forage Fish","Surf Smelt",15,75.4666666666667
"889","2019","08","13","FAM","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",2,0
"890","2019","08","13","FAM","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",11,0
"891","2019","08","13","FAM","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",3,0
"892","2019","08","13","FAM","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"893","2019","08","13","FAM","Natural",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",5,0
"894","2019","08","13","FAM","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",17,0
"895","2019","08","13","FAM","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",6,0
"896","2019","08","13","FAM","Natural",2,"Fish","Forage Fish","Herring",1,70
"897","2019","08","13","FAM","Natural",2,"Fish","Forage Fish","Surf Smelt",2,76
"898","2019","08","13","FAM","Restored",0,"Benthic Invertebrate","Decapod","Dungeness Crab",1,43
"899","2019","08","13","FAM","Restored",0,"Fish","Flatfish","UnID Flatfish",1,72
"900","2019","08","13","FAM","Restored",0,"Fish","Perch","Shiner Perch",29,36.9655172413793
"901","2019","08","13","FAM","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",23,0
"902","2019","08","13","FAM","Restored",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",7,0
"903","2019","08","13","FAM","Restored",1,"Fish","Forage Fish","Herring",2,51.5
"904","2019","08","13","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"905","2019","08","13","FAM","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",2,0
"906","2019","08","13","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",3,0
"907","2019","08","13","FAM","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",5,0
"908","2019","08","14","TUR","Armored",0,"Fish","Decapod","Hermit Crab",1,54
"909","2019","08","14","TUR","Armored",0,"Fish","Perch","Shiner Perch",7,93.5714285714286
"910","2019","08","14","TUR","Armored",0,"Fish","Pholidae","Penpoint Gunnel",2,70
"911","2019","08","14","TUR","Armored",1,"Fish","Gadidae","Tom Cod",2,71
"912","2019","08","14","TUR","Armored",1,"Fish","Perch","Pile Perch",1,70
"913","2019","08","14","TUR","Armored",1,"Fish","Pholidae","Crescent Gunnel",1,80
"914","2019","08","14","TUR","Armored",1,"Fish","Pholidae","Penpoint Gunnel",1,90
"915","2019","08","14","TUR","Armored",1,"Fish","Pholidae","Saddleback Gunnel",1,90
"916","2019","08","14","TUR","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"917","2019","08","14","TUR","Natural",0,NA,NA,"none",1,0
"918","2019","08","14","TUR","Natural",1,NA,NA,"none",1,0
"919","2019","08","14","TUR","Natural",2,NA,NA,"none",1,0
"920","2019","08","14","TUR","Restored",0,"Fish","Hexagrammidae","White Spotted Greenling",1,141
"921","2019","08","14","TUR","Restored",1,NA,NA,"none",1,0
"922","2019","08","14","TUR","Restored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"923","2019","08","20","DOK","Armored",0,"Fish","Stichaeid","Stickleback",3,28.3333333333333
"924","2019","08","20","DOK","Armored",1,"Fish","Stichaeid","Stickleback",174,3.82183908045977
"925","2019","08","20","DOK","Armored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"926","2019","08","20","DOK","Natural",0,"Fish","Stichaeid","Stickleback",1,29
"927","2019","08","20","DOK","Natural",0,"Pelagic invertebrate","Jellyfish","Moon Jelly",9,0
"928","2019","08","20","DOK","Natural",1,"Fish","Stichaeid","Stickleback",1,29
"929","2019","08","20","DOK","Natural",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",28,0
"930","2019","08","20","DOK","Natural",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",128,0
"931","2019","08","20","DOK","Restored",0,"Fish","Stichaeid","Stickleback",2,36.5
"932","2019","08","20","DOK","Restored",1,"Pelagic invertebrate","Jellyfish","Moon Jelly",1,0
"933","2019","08","20","DOK","Restored",2,"Fish","Stichaeid","Stickleback",2,30.5
"934","2019","08","20","DOK","Restored",2,"Pelagic invertebrate","Jellyfish","Moon Jelly",6,0
"935","2019","08","20","SHR","Armored",0,"Fish","Perch","Shiner Perch",1,96
"936","2019","08","20","SHR","Armored",1,NA,NA,"none",1,0
"937","2019","08","20","SHR","Armored",2,NA,NA,"none",1,0
"938","2019","08","20","SHR","Natural",0,"Benthic Invertebrate","Decapod","Dungeness Crab",1,0
"939","2019","08","20","SHR","Natural",0,"Benthic Invertebrate","Decapod","Kelp Crab",4,14
"940","2019","08","20","SHR","Natural",0,"Fish","Perch","Shiner Perch",10,96.3
"941","2019","08","20","SHR","Natural",1,NA,NA,"none",1,0
"942","2019","08","20","SHR","Natural",2,NA,NA,"none",1,0
"943","2019","08","20","SHR","Restored",0,"Benthic Invertebrate","Isopod","Idotea",1,0
"944","2019","08","20","SHR","Restored",0,"Fish","Perch","Shiner Perch",7,85.2857142857143
"945","2019","08","20","SHR","Restored",1,NA,NA,"none",1,0
"946","2019","08","20","SHR","Restored",2,NA,NA,"none",1,0
"947","2019","08","22","EDG","Armored",0,"Fish","Stichaeid","Stickleback",2,22
"948","2019","08","22","EDG","Armored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",15,0
"949","2019","08","22","EDG","Armored",0,"Pelagic invertebrate","Jellyfish","Lion's Mane",1,0
"950","2019","08","22","EDG","Armored",1,"Pelagic invertebrate","Jellyfish","Ctenophore",10,0
"951","2019","08","22","EDG","Armored",2,"Pelagic invertebrate","Jellyfish","Ctenophore",5,0
"952","2019","08","22","EDG","Natural",0,"Pelagic invertebrate","Jellyfish","Ctenophore",100,0
"953","2019","08","22","EDG","Natural",1,"Pelagic invertebrate","Jellyfish","Ctenophore",15,0
"954","2019","08","22","EDG","Natural",2,"Pelagic invertebrate","Jellyfish","Ctenophore",1,0
"955","2019","08","22","EDG","Restored",0,"Pelagic invertebrate","Jellyfish","Ctenophore",30,0
"956","2019","08","22","EDG","Restored",1,NA,NA,"none",1,0
"957","2019","08","22","EDG","Restored",2,"Benthic Invertebrate","Isopod","Idotea",1,0
"958","2019","08","22","EDG","Restored",2,"Fish","Stichaeid","Stickleback",1,64
